word1,word2,count
copvs,cryogenic,1
hei,usu,1
aluminum,hei,1
cryogenic,hei,3
aluminum,usu,1
cryogenic,usu,1
aluminum,cryogenic,1
copv,copvs,2
copvs,exposure,1
aforementioned,copvs,1
copvs,intent,1
copv,exposure,1
aforementioned,copv,1
copv,intent,1
aforementioned,exposure,1
exposure,intent,1
aforementioned,intent,1
capacitors,radio,1
capacitors,micromachined,1
capacitors,switches,1
capacitors,transceiver,1
micromachined,radio,1
radio,switches,1
radio,transceiver,1
micromachined,switches,1
micromachined,transceiver,1
switches,transceiver,1
hittite,mmic,2
frequency,mmic,1
mmic,mmics,1
mhz,mmic,1
frequency,hittite,1
hittite,mmics,1
hittite,mhz,1
frequency,mmics,1
frequency,mhz,1
mhz,mmics,1
mhemt,mmic,3
mmic,module,1
mmic,radars,1
mmic,phased,1
mhemt,module,2
mhemt,radars,1
mhemt,phased,1
module,radars,1
module,phased,1
phased,radars,1
digitizer,digitizers,2
digitizers,gs,2
digitizers,submillimeter,1
digital,digitizers,1
digitizer,gs,2
digitizer,submillimeter,1
digital,digitizer,2
gs,submillimeter,1
digital,gs,1
digital,submillimeter,1
bandgap,sspas,1
mhz,sspas,1
medium,sspas,1
400,sspas,1
bandgap,mhz,1
bandgap,medium,1
400,bandgap,1
medium,mhz,1
400,mhz,1
400,medium,1
gear,poles,1
gear,lunar,1
bearing,gear,1
gear,spaceflight,1
lunar,poles,2
bearing,poles,1
poles,spaceflight,1
bearing,lunar,1
lunar,spaceflight,1
bearing,spaceflight,1
drill,lunar,1
drill,pneumatic,2
drill,investigate,1
cuttings,drill,2
lunar,pneumatic,2
investigate,lunar,1
cuttings,lunar,1
investigate,pneumatic,1
cuttings,pneumatic,1
cuttings,investigate,1
motor,venus,4
motor,sup,3
486,motor,1
environment,motor,1
sup,venus,5
486,venus,1
environment,venus,3
486,sup,1
environment,sup,1
486,environment,1
oxidation,sic,3
inhibited,sic,1
sic,stress,1
sic,tensile,1
inhibited,oxidation,1
oxidation,stress,1
oxidation,tensile,1
inhibited,stress,1
inhibited,tensile,1
stress,tensile,1
ceramic,fasteners,1
fastener,fasteners,2
composite,fasteners,3
assemblies,fasteners,1
ceramic,fastener,1
ceramic,composite,6
assemblies,ceramic,1
composite,fastener,2
assemblies,fastener,1
assemblies,composite,1
bits,lossless,1
lossless,sec,1
inputs,lossless,1
increase,lossless,1
bits,sec,1
bits,inputs,1
bits,increase,1
inputs,sec,1
increase,sec,1
increase,inputs,1
cloud,icing,4
icing,weather,3
balloonsonde,icing,1
icing,radiosonde,2
cloud,weather,2
balloonsonde,cloud,1
cloud,radiosonde,2
balloonsonde,weather,1
radiosonde,weather,1
balloonsonde,radiosonde,1
iem,security,2
iem,multisensor,2
event,iem,2
events,iem,1
multisensor,security,2
event,security,2
events,security,1
event,multisensor,2
events,multisensor,1
event,events,4
nm,rms,4
dms,rms,2
mems,rms,1
rms,stability,1
dms,nm,1
mems,nm,1
nm,stability,1
dms,mems,12
dms,stability,1
mems,stability,1
batteries,pack,1
batteries,suit,1
batteries,fiber,1
batteries,eva,3
pack,suit,1
fiber,pack,1
eva,pack,1
fiber,suit,1
eva,suit,6
eva,fiber,1
health,real,2
health,management,2
fault,health,3
contingency,health,1
management,real,1
fault,real,1
contingency,real,1
fault,management,8
contingency,management,1
contingency,fault,1
injector,startup,1
injector,transients,1
injector,propellant,1
combustion,startup,1
combustion,transients,1
combustion,propellant,2
startup,transients,1
propellant,startup,1
propellant,transients,1
barrier,infoscitex,1
infoscitex,life,1
food,infoscitex,1
infoscitex,shelf,1
barrier,life,1
barrier,food,7
barrier,shelf,1
food,life,3
life,shelf,2
food,shelf,3
ist,m2,1
ist,team,1
antenna,ist,1
ist,kg,1
m2,team,1
antenna,m2,1
kg,m2,1
antenna,team,1
kg,team,1
antenna,kg,1
hydrogen,innosense,1
innosense,sensor,2
innosense,received,1
innosense,llc,1
hydrogen,sensor,4
hydrogen,received,1
hydrogen,llc,1
received,sensor,1
llc,sensor,1
llc,received,1
actuators,supply,1
actuators,plasma,6
actuators,filament,1
actuators,localized,1
plasma,supply,1
filament,supply,1
localized,supply,1
filament,plasma,1
localized,plasma,1
filament,localized,1
boundary,grain,1
grain,material,1
grain,superalloys,1
grain,program,1
boundary,material,1
boundary,superalloys,1
boundary,program,1
material,superalloys,1
material,program,2
program,superalloys,1
asm,spacing,1
asm,merging,1
airborne,asm,1
asm,sdo,1
merging,spacing,2
airborne,spacing,1
sdo,spacing,1
airborne,merging,1
merging,sdo,1
airborne,sdo,1
disk,inspection,2
guided,inspection,2
antennae,inspection,1
disassembly,inspection,2
disk,guided,2
antennae,disk,1
disassembly,disk,2
antennae,guided,1
disassembly,guided,2
antennae,disassembly,1
cooperative,radar,2
ads,cooperative,1
cooperative,surveillance,1
cooperative,transceiver,1
ads,radar,1
radar,surveillance,1
radar,transceiver,6
ads,surveillance,3
ads,transceiver,1
surveillance,transceiver,1
hsi,human,1
hsi,interaction,1
hsi,protocols,1
hsi,situational,1
human,interaction,4
human,protocols,1
human,situational,1
interaction,protocols,1
interaction,situational,1
protocols,situational,1
agent,debugging,2
agent,analysis,1
agent,semantic,1
agent,discovery,1
analysis,debugging,1
debugging,semantic,1
debugging,discovery,1
analysis,semantic,1
analysis,discovery,1
discovery,semantic,1
models,toolkit,1
agent,toolkit,1
aces,toolkit,1
matlab,toolkit,1
agent,models,4
aces,models,2
matlab,models,1
aces,agent,3
agent,matlab,1
aces,matlab,1
chiral,polarimeter,3
life,polarimeter,3
mars,polarimeter,1
analyzer,polarimeter,1
chiral,life,2
chiral,mars,1
analyzer,chiral,1
life,mars,1
analyzer,life,1
analyzer,mars,1
productivity,transformations,1
codes,transformations,1
star,transformations,1
interactive,transformations,1
codes,productivity,1
productivity,star,1
interactive,productivity,1
codes,star,1
codes,interactive,1
interactive,star,1
radiation,shielding,36
metallic,radiation,1
programs,radiation,1
nanoparticles,radiation,1
metallic,shielding,1
programs,shielding,1
nanoparticles,shielding,2
metallic,programs,1
metallic,nanoparticles,1
nanoparticles,programs,1
counting,dark,1
counting,photon,17
counting,photocathode,1
capture,counting,1
dark,photon,2
dark,photocathode,1
capture,dark,1
photocathode,photon,1
capture,photon,1
capture,photocathode,1
monitoring,vacuum,2
facilities,vacuum,2
enabled,vacuum,2
vacuum,wireless,2
facilities,monitoring,2
enabled,monitoring,2
monitoring,wireless,5
enabled,facilities,2
facilities,wireless,4
enabled,wireless,3
leak,ultrasonic,4
leak,vessel,4
leak,spacecraft,2
airborne,leak,2
ultrasonic,vessel,2
spacecraft,ultrasonic,2
airborne,ultrasonic,2
spacecraft,vessel,2
airborne,vessel,2
airborne,spacecraft,2
hardware,middleware,1
interoperability,middleware,1
communications,middleware,2
generic,middleware,1
hardware,interoperability,1
communications,hardware,1
generic,hardware,1
communications,interoperability,1
generic,interoperability,1
communications,generic,1
honeycomb,sol,1
gel,sol,5
core,sol,1
sol,strength,1
gel,honeycomb,1
core,honeycomb,1
honeycomb,strength,1
core,gel,1
gel,strength,1
core,strength,1
acoustics,rotorcraft,2
acoustics,post,2
acoustics,processing,2
acoustics,datasets,2
post,rotorcraft,2
processing,rotorcraft,2
datasets,rotorcraft,2
post,processing,3
datasets,post,2
datasets,processing,2
dem,limitations,1
dem,particle,1
dem,overcome,1
dem,methodology,1
limitations,particle,1
limitations,overcome,1
limitations,methodology,1
overcome,particle,1
methodology,particle,1
methodology,overcome,1
mwm,thermography,1
fiber,mwm,1
mwm,structures,1
bonds,mwm,1
fiber,thermography,1
structures,thermography,1
bonds,thermography,1
fiber,structures,2
bonds,fiber,2
bonds,structures,1
context,software,1
fault,software,4
shall,software,1
embedded,software,1
context,fault,1
context,shall,1
context,embedded,1
fault,shall,1
embedded,fault,1
embedded,shall,1
company,radiation,2
radiation,transponder,2
radiation,wire,1
architecture,radiation,1
company,transponder,1
company,wire,1
architecture,company,2
transponder,wire,1
architecture,transponder,1
architecture,wire,1
adc,digital,6
adc,fpga,1
adc,analog,2
adc,proprietary,1
digital,fpga,2
analog,digital,3
digital,proprietary,1
analog,fpga,1
fpga,proprietary,1
analog,proprietary,1
reconfigurable,tolerant,2
company,tolerant,1
radiation,tolerant,6
serial,tolerant,1
company,reconfigurable,1
radiation,reconfigurable,1
reconfigurable,serial,1
company,serial,1
radiation,serial,1
adcs,input,1
input,low,1
input,tolerance,1
input,radiation,1
adcs,low,1
adcs,tolerance,1
adcs,radiation,2
low,tolerance,1
low,radiation,2
radiation,tolerance,1
band,filter,7
filter,tunable,8
filter,variable,1
bandwidth,filter,2
band,tunable,1
band,variable,1
band,bandwidth,1
tunable,variable,1
bandwidth,tunable,1
bandwidth,variable,1
device,solar,2
quantum,solar,5
promising,solar,1
conversion,solar,2
device,quantum,1
device,promising,1
conversion,device,1
promising,quantum,1
conversion,quantum,1
conversion,promising,1
garde,rigidizable,1
garde,inflatable,1
corrective,garde,1
garde,positive,1
inflatable,rigidizable,1
corrective,rigidizable,1
positive,rigidizable,1
corrective,inflatable,1
inflatable,positive,1
corrective,positive,1
pumps,sup,1
extremes,sup,1
fluid,sup,1
sup,thermal,3
extremes,pumps,2
fluid,pumps,2
pumps,thermal,2
extremes,fluid,2
extremes,thermal,2
fluid,thermal,4
mc,toc,2
ro,toc,1
toc,water,7
membrane,toc,2
mc,ro,1
mc,water,2
mc,membrane,1
ro,water,2
membrane,ro,3
membrane,water,7
hydrogen,liquid,1
fuel,liquid,3
liquid,optic,2
liquid,rates,1
fuel,hydrogen,6
hydrogen,optic,3
hydrogen,rates,1
fuel,optic,1
fuel,rates,1
optic,rates,1
focusing,gratings,1
diffractive,gratings,2
fabrication,gratings,1
curvature,gratings,1
diffractive,focusing,1
fabrication,focusing,1
curvature,focusing,1
diffractive,fabrication,3
curvature,diffractive,1
curvature,fabrication,1
lock,strain,1
2mm,strain,1
demodulation,strain,1
gatos,strain,1
2mm,lock,1
demodulation,lock,1
gatos,lock,1
2mm,demodulation,1
2mm,gatos,1
demodulation,gatos,1
gases,gatos,2
gases,los,2
gas,gases,3
gases,rugged,1
gatos,los,2
gas,gatos,2
gatos,rugged,1
gas,los,2
los,rugged,1
gas,rugged,1
optical,substrate,3
coating,optical,2
optical,time,2
batch,optical,2
coating,substrate,3
substrate,time,2
batch,substrate,2
coating,time,2
batch,coating,2
batch,time,2
hypersonic,reactive,3
quantification,reactive,2
laser,reactive,1
infrared,reactive,1
hypersonic,quantification,2
hypersonic,laser,2
hypersonic,infrared,1
laser,quantification,1
infrared,quantification,1
infrared,laser,3
combustion,flows,2
flows,instrument,2
flows,ir,1
flows,species,1
combustion,instrument,2
combustion,ir,1
combustion,species,4
instrument,ir,1
instrument,species,2
ir,species,1
barrier,sol,1
sol,vapor,1
oxygen,sol,1
barrier,gel,1
gel,vapor,1
gel,oxygen,1
barrier,vapor,1
barrier,oxygen,2
oxygen,vapor,1
tether,uv,1
sol,tether,1
gel,tether,1
ao,uv,1
ao,sol,1
ao,gel,1
sol,uv,1
gel,uv,1
fiber,pic,1
luminit,pic,1
ns,pic,1
electricity,pic,1
fiber,luminit,1
fiber,ns,1
electricity,fiber,1
luminit,ns,1
electricity,luminit,1
electricity,ns,1
fiber,optic,27
dramatically,optic,2
interrogator,optic,2
optic,sensors,8
dramatically,fiber,1
fiber,interrogator,1
fiber,sensors,13
dramatically,interrogator,2
dramatically,sensors,2
interrogator,sensors,2
monitors,radiation,1
luna,radiation,2
optical,radiation,1
particle,radiation,2
luna,monitors,1
monitors,optical,1
monitors,particle,1
luna,optical,1
luna,particle,1
optical,particle,2
dosimeter,gamma,2
dosimeter,neutron,4
dosimeter,nuclear,2
dosimeter,reactor,1
gamma,neutron,8
gamma,nuclear,2
gamma,reactor,1
neutron,nuclear,5
neutron,reactor,3
nuclear,reactor,7
structural,ultrasonic,1
critical,structural,2
load,structural,1
parameters,structural,2
critical,ultrasonic,1
load,ultrasonic,1
parameters,ultrasonic,1
critical,load,1
critical,parameters,1
load,parameters,1
luna,ncc,1
luna,uah,1
components,luna,1
luna,repair,3
ncc,uah,1
components,ncc,1
ncc,repair,1
components,uah,1
repair,uah,1
components,repair,1
mdo,objects,2
common,mdo,2
implement,mdo,2
mdo,recurring,1
common,objects,2
implement,objects,2
objects,recurring,1
common,implement,2
common,recurring,1
implement,recurring,1
entangled,wavelength,1
entangled,entanglement,2
bin,entangled,1
entangled,fabry,1
entanglement,wavelength,1
bin,wavelength,1
fabry,wavelength,1
bin,entanglement,1
entanglement,fabry,1
bin,fabry,1
pump,vibration,1
controller,pump,1
operating,pump,2
pump,shaft,2
controller,vibration,1
operating,vibration,1
shaft,vibration,1
controller,operating,1
controller,shaft,1
operating,shaft,2
pnp,thermal,1
control,pnp,1
approach,pnp,1
mainstream,pnp,1
control,thermal,4
approach,thermal,1
mainstream,thermal,5
approach,control,1
control,mainstream,2
approach,mainstream,1
materials,maximum,1
increase,materials,1
cmc,materials,2
ceramics,materials,2
increase,maximum,1
cmc,maximum,1
ceramics,maximum,1
cmc,increase,1
ceramics,increase,1
ceramics,cmc,1
flexible,substrates,3
flexible,processing,1
flexible,roll,1
flexible,large,1
processing,substrates,1
roll,substrates,1
large,substrates,2
processing,roll,1
large,processing,2
large,roll,1
apertures,areal,1
apertures,rms,1
apertures,techniques,1
apertures,reflective,1
areal,rms,1
areal,techniques,1
areal,reflective,1
rms,techniques,1
reflective,rms,1
reflective,techniques,1
rf,shell,1
figure,rf,1
aperture,rf,1
rf,segments,1
figure,shell,2
aperture,shell,1
segments,shell,1
aperture,figure,1
figure,segments,1
aperture,segments,1
shell,surfaces,1
figure,surfaces,1
metrics,surfaces,1
axis,surfaces,1
metrics,shell,1
axis,shell,1
figure,metrics,1
axis,figure,1
axis,metrics,1
acoustic,efea,1
efea,structural,1
early,efea,1
design,efea,1
acoustic,structural,1
acoustic,early,1
acoustic,design,1
early,structural,1
design,structural,2
design,early,2
ethernet,node,1
avionics,ethernet,1
ethernet,pnp,1
ethernet,ring,1
avionics,node,1
node,pnp,1
node,ring,1
avionics,pnp,2
avionics,ring,1
pnp,ring,1
glass,sci,1
glass,polymer,1
glass,mo,1
glass,transparent,1
polymer,sci,1
mo,sci,1
sci,transparent,1
mo,polymer,1
polymer,transparent,1
mo,transparent,1
allocation,resource,1
assignments,resource,1
resource,sms,2
airport,resource,2
allocation,assignments,1
allocation,sms,1
airport,allocation,1
assignments,sms,1
airport,assignments,1
airport,sms,4
afp,tfm,1
afp,facet,1
afp,gdps,1
2006,afp,1
facet,tfm,3
gdps,tfm,1
2006,tfm,1
facet,gdps,1
2006,facet,1
2006,gdps,1
documentation,focus,1
focus,range,1
focus,optical,1
focus,systems,1
documentation,range,1
documentation,optical,1
documentation,systems,1
optical,range,2
range,systems,1
optical,systems,2
alloys,vps,2
af,alloys,1
aero,alloys,1
alloys,sma,1
af,vps,1
aero,vps,1
sma,vps,1
aero,af,1
af,sma,1
aero,sma,1
caa,tonal,1
caa,wall,1
caa,relaxation,2
caa,simulations,1
tonal,wall,1
relaxation,tonal,1
simulations,tonal,1
relaxation,wall,1
simulations,wall,1
relaxation,simulations,1
logger,sensors,1
logger,sensor,1
data,logger,1
aircraft,logger,1
sensor,sensors,14
data,sensors,1
aircraft,sensors,1
data,sensor,10
aircraft,sensor,3
aircraft,data,5
optical,wavefront,7
metrology,optical,6
components,optical,4
aspheric,optical,2
metrology,wavefront,2
components,wavefront,2
aspheric,wavefront,1
components,metrology,2
aspheric,metrology,2
aspheric,components,1
bandpass,filter,3
cm,filter,2
filter,narrowband,1
bandpass,cm,2
bandpass,tunable,2
bandpass,narrowband,1
cm,tunable,1
cm,narrowband,1
narrowband,tunable,2
impacts,mitigation,1
impacts,options,1
environmental,impacts,4
estimation,impacts,1
mitigation,options,1
environmental,mitigation,1
estimation,mitigation,1
environmental,options,1
estimation,options,1
environmental,estimation,1
faa,trading,2
faa,resources,1
delay,faa,1
faa,services,1
resources,trading,1
delay,trading,1
services,trading,1
delay,resources,1
resources,services,1
delay,services,1
airspace,demand,1
airspace,atc,2
aggregated,airspace,1
airspace,operational,1
atc,demand,1
aggregated,demand,1
demand,operational,1
aggregated,atc,1
atc,operational,1
aggregated,operational,1
forecasts,tower,1
planning,tower,1
airport,tower,3
configuration,tower,1
forecasts,planning,1
airport,forecasts,1
configuration,forecasts,1
airport,planning,1
configuration,planning,1
airport,configuration,2
navigation,xnav,2
budget,xnav,1
simulation,xnav,1
error,xnav,1
budget,navigation,1
navigation,simulation,1
error,navigation,2
budget,simulation,1
budget,error,1
error,simulation,1
inch,tanks,1
burst,tanks,1
tank,tanks,4
25,tanks,1
burst,inch,1
inch,tank,1
25,inch,1
burst,tank,1
25,burst,1
25,tank,1
gaas,ingap,1
hbts,ingap,1
heterojunction,ingap,1
hbt,ingap,1
gaas,hbts,2
gaas,heterojunction,1
gaas,hbt,1
hbts,heterojunction,1
hbt,hbts,1
hbt,heterojunction,1
thruster,xenon,7
